points/segment = 2000
x-axis,signal1,signal2
second,Volt,Volt
+42.30400E-03,+29.49800E-03,+3.30542565E+00
+42.35350E-03,+29.49800E-03,+3.30542565E+00
+42.40300E-03,+25.31390E-03,+3.30511184E+00
+42.45250E-03,+29.49800E-03,+3.30124155E+00
+42.50200E-03,+28.76579E-03,+3.30124155E+00
+42.55150E-03,+29.49800E-03,+3.30448422E+00
+42.60100E-03,+28.34738E-03,+3.30427502E+00
+42.65050E-03,+25.31390E-03,+3.30124155E+00
+42.70000E-03,+27.92897E-03,+3.30124155E+00
+42.74950E-03,+29.49800E-03,+3.30124155E+00
+42.79900E-03,+29.49800E-03,+3.30542565E+00
+42.84850E-03,+27.30135E-03,+3.30343820E+00
+42.89800E-03,+29.49800E-03,+3.30364740E+00
+42.94750E-03,+25.31390E-03,+3.30281058E+00
+42.99700E-03,+28.13817E-03,+3.30542565E+00
+43.04650E-03,+29.49800E-03,+3.30542565E+00
+43.09600E-03,+26.25533E-03,+3.30636707E+00
+43.14550E-03,+29.49800E-03,+3.30197376E+00
